tid	eid	vid	family	type
-1	0	0	unknown	unknown
273850	0	0	31 hebo alu prof draaideur	hebo
274196	0	0	31 hebo alu prof draaikiep	hebo
274592	0	0	31 hebo alu prof onderdorpel deur	hebo
275007	0	0	31 hebo alu prof onderdorpel schuifpui	hebo
275250	0	0	31 hebo alu prof vast glas	hebo
275566	0	0	31 hebo bovendorpel schuifpui 67x116	67x116
275852	0	0	31 hebo bovendorpel sponning bi aansl 68x80	68x80
276146	0	0	31 hebo bovendorpel sponning bi aansl 90x80	90x80
276431	0	0	31 hebo bovendorpel sponning bu aansl 90x80	hebo bovendorpel-sponning buiten-met aanslag 90x80_s_e
276755	0	0	31 hebo bovendorpel vast raam 90x75	90x75
277750	0	0	31 bovendorpel montage sponning bi aansl	generiek
278100	0	0	31 bovendorpel montage sponning bi z aansl	generiek
278442	0	0	31 bovendorpel montage sponning bu z aansl	generiek
278735	0	0	31 glaslatblokje	generiek
279591	0	0	31 stelblokje	generiek
279863	0	0	31 steunblokje	generiek
284462	0	0	31 weldorpel deur	31 g weldorpel deur s e
284935	0	0	31 deur tochtprofiel	Type 1
318323	0	0	31 hebo onderdorpel deur binnendraaiend 90x57	90x57
319031	0	0	31 hebo onderdorpel deur buitendraaiend 90x80	90x80
319979	0	0	31 hebo tussenstijl vast raam 90x93	90x93
320476	0	0	31 hebo tussenstijl vast vast 68x75	68x75
320824	0	0	31 hebo onderdorpel schuifpui 67x116	67x116
321287	0	0	31 hebo tussenstijl vast vast 68x93	68x93
321682	0	0	31 hebo zijstijl raam draaiend 68x80	68x80
322098	0	0	31 hebo zijstijl raam draaiend 90x80	90x80
322532	0	0	31 hebo zijstijl raam vast 90x75 p_	90x75
322992	0	0	31 hebo zijstijl raam vast 90x75	90x75
323638	0	0	31 hebo zijstijl schuifpui 67x116	67x116
324738	0	0	31 onderdorpel met dorpelsponning	generiek
325744	0	0	31 onderdorpel met volledige dorpelsponning	generiek
326160	0	0	31 onderdorpel	generiek
328064	0	0	31 zijstijl inmetsel sponning bi spouwlatsponning	generiek
328703	0	0	31 zijstijl montage sponning bi met aanslag	generiek
329164	0	0	31 zijstijl montage sponning bi zonder aanslag	generiek
329644	0	0	31 zijstijl montage sponning bu zonder aanslag	generiek
330063	0	0	31 hebo tussenstijl draaikiep kiep 90x113	90x113
330599	0	0	31 hebo tussenstijl draaikiep kiep 90x93	90x93
330974	0	0	31 hebo tussenstijl draaikiep kiep 68x113	68x113
331562	0	0	31 raam dr scharniersp met stop onder	generiek
332066	0	0	31 hebo tussenstijl draaikiep kiep 68x93	68x93
332682	0	0	31 hebo schuifpui vast deel midden 56x113	56x113
333277	0	0	31 hebo schuifpui vast deel boven 56x55	56x55
333899	0	0	31 hebo schuifpui schuivend deel zijde 56x113	56x113
334584	0	0	31 hebo schuifpui schuivend deel onder 56x176	56x176
335035	0	0	31 hebo schuifpui schuivend deel midden 56x113	56x113
335544	0	0	31 hebo schuifpui schuivend deel boven 56x97	57x97
335964	0	0	31 hebo raam vast raam onder 68x80	68x80
336384	0	0	31 hebo raam vast raam onder 68x75	68x75
336999	0	0	20 isolatie p	isolatie D 020 mm
340774	0	0	30 kitvoeg	holle kitvoeg
340776	0	0	30 kitvoeg	schuine kitvoeg
342433	0	0	30 rugvulling kitvoeg	vierkante rugvulling
342435	0	0	30 rugvulling kitvoeg	afgeronde rugvulling
348302	0	0	30 compressieband	B 20
348304	0	0	30 compressieband	B 10
348306	0	0	30 compressieband	B 15
349024	0	0	00 lijmbolletje s e	00 g lijmbolletje s e
349349	0	0	unknown	unknown
350961	0	0	41 roval standaard	Roval-151253
351889	0	0	41 roval solotrim	Roval 147715
352436	0	0	41 roval opaal	Roval 147300
352919	0	0	41 roval extra	Roval 151800
353732	0	0	41 roval clasic plus	Roval 145300
354291	0	0	41 roval 77	Roval 151565
354848	0	0	41 compri monotrim	CAmono 60
355297	0	0	41 roval toscaan	Type 1
355674	0	0	41 roval primaire	Type 1
357201	0	0	41 roval muurafdeksysteem type H	Type 1
357836	0	0	41 roval muurafdeksysteem type H1	Type 1
358409	0	0	41 roval muurafdeksysteem type G	Type 1
358926	0	0	41 roval muurafdeksysteem type F	Type 1
359441	0	0	41 roval muurafdeksysteem type E	Type 1
359931	0	0	41 roval muurafdeksysteem type D	Type 1
360523	0	0	41 roval muurafdeksysteem type C	Type 1
361045	0	0	41 roval muurafdeksysteem type B	Type 1
361577	0	0	41 roval muurafdeksysteem type A	Type 1
362643	0	0	30 roval H-profielen	Roval-171249
369262	0	0	20 klos p	Achterliggend
369264	0	0	20 klos p	Voorliggend
375749	0	0	30 glas	D12
375751	0	0	30 glas	D04
375753	0	0	30 glas	D05
375755	0	0	30 glas	D06
375757	0	0	30 glas	D10
375759	0	0	30 glas	D08
381115	0	0	30 dubbelglas	4/16/8
381117	0	0	30 dubbelglas	4/15/6
381119	0	0	30 dubbelglas	6/12/6
383892	0	0	30 glas-spouwvulling	type 1
394384	0	0	00 schroef-lijn s l	00 g schroef-lijn s l
400613	0	0	00 schroef s e	55mm
401182	0	0	00 schroef s e	35mm
401659	0	0	00 schroef gevelplaat torx s l	50mm
401661	0	0	00 schroef gevelplaat torx s l	35mm
401663	0	0	00 schroef gevelplaat torx s l	25mm
403190	0	0	00 moer s e	M6
403192	0	0	00 moer s e	M8
403194	0	0	00 moer s e	M10
403196	0	0	00 moer s e	M16
403198	0	0	00 moer s e	M12
409180	0	0	90 maaiveld-detail	maaiveld in detail
423568	0	0	31 Schuco FW50 stijl	FW50+ 322 250
423570	0	0	31 Schuco FW50 stijl	FW50+ 322 260
423572	0	0	31 Schuco FW50 stijl	FW50+ 322 270
423574	0	0	31 Schuco FW50 stijl	FW50+ 322 280
423576	0	0	31 Schuco FW50 stijl	FW50+ 322 290
423578	0	0	31 Schuco FW50 stijl	FW50+ 322 300
427123	0	0	31 Schuco FW50 regel-plat	31 g Schuco FW50 regel-plat
428301	0	0	31 Schuco FW50 regel	FW50+ 322 380
428303	0	0	31 Schuco FW50 regel	FW50+ 322 460
428307	0	0	31 Schuco FW50 regel	FW50+ 322 390
428309	0	0	31 Schuco FW50 regel	FW50+ 322 400
428311	0	0	31 Schuco FW50 regel	FW50+ 322 410
428313	0	0	31 Schuco FW50 regel	FW50+ 322 420
428315	0	0	31 Schuco FW50 regel	FW50+ 322 430
428317	0	0	31 Schuco FW50 regel	FW50+ 322 440
428319	0	0	31 Schuco FW50 regel	FW50+ 322 450
428321	0	0	31 Schuco FW50 regel	FW50+ 322 330
428323	0	0	31 Schuco FW50 regel	FW50+ 322 340
428325	0	0	31 Schuco FW50 regel	FW50+ 322 350
428327	0	0	31 Schuco FW50 regel	FW50+ 322 360
430588	0	0	31 Schuco FW50 regel	FW50+ 323 840
432642	0	0	31 Schuco glasafdichting	3mm
432644	0	0	31 Schuco glasafdichting	5mm
432646	0	0	31 Schuco glasafdichting	7mm
432648	0	0	31 Schuco glasafdichting	9mm
432650	0	0	31 Schuco glasafdichting	11mm
432652	0	0	31 Schuco glasafdichting	13mm
446002	0	0	31 schuco montageprofiel	31 f schuco montageprofiel
446658	0	0	31 glasafdichting - glasafdichting buiten	Type 1
447910	0	0	31 schuco bevestiging	Type 1
448700	0	0	31 Schuco kliklijst_plat	(12mm) 160 620
448702	0	0	31 Schuco kliklijst_plat	(15mm) 112 720
448704	0	0	31 Schuco kliklijst_plat	(20mm) 110 840
448706	0	0	31 Schuco kliklijst_plat	(25mm) 110 850
448708	0	0	31 Schuco kliklijst_plat	(30mm) 110 860
448710	0	0	31 Schuco kliklijst_plat	(45mm) 322 890
448712	0	0	31 Schuco kliklijst_plat	(60mm) 322 900
448714	0	0	31 Schuco kliklijst_plat	(100mm) 322 910
464159	0	0	31 Schuco kliklijst_schuin	(58mm) 322 930
551121	0	0	31 kvt bovendorpel bi sp	67x114 (17sp)
551123	0	0	31 kvt bovendorpel bi sp	90x114 (17sp)
556155	0	0	31 kvt tussendorpel bi sp	67x114 (17sp)
556157	0	0	31 kvt tussendorpel bi sp	90x114 (17sp)
559991	0	0	31 kvt onderdorpel bi sp	67x114 (16x51sp)
559993	0	0	31 kvt onderdorpel bi sp	90x114 (16x51sp)
559995	0	0	31 kvt onderdorpel bi sp	67x114 (16x40sp)
561006	0	0	31 kvt tussendorpel bi sp dk	67x114
561008	0	0	31 kvt tussendorpel bi sp dk	90x114
561921	0	0	31 kvt onderdorpel bi sp	90x114 (16x40sp)
562678	0	0	31 kvt zijstijl bi sp	67x114
562680	0	0	31 kvt zijstijl bi sp	90x114
563502	0	0	31 kvt zijstijl bi sp dk	67x114 (40sp)
563504	0	0	31 kvt zijstijl bi sp dk	90x114 (40sp)
564398	0	0	31 kvt tussenstijl bi sp dk2	67x114 (40sp)
564400	0	0	31 kvt tussenstijl bi sp dk2	90x114 (40sp)
565217	0	0	31 kvt tussenstijl bi sp dk1	67x114
565219	0	0	31 kvt tussenstijl bi sp dk1	90x114
566017	0	0	31 kvt tussenstijl bi sp	67x114
566019	0	0	31 kvt tussenstijl bi sp	90x114
571543	0	0	31 kvt raamprofiel opdek onder bi sp	Type 1
573859	0	0	31 kvt raamprofiel opdek boven bi sp	Type 1
575103	0	0	31 kvt raamprofiel opdek zij bi sp	Type 1
604103	0	0	31 kvt glaslat	B0(17x15)
604105	0	0	31 kvt glaslat	B1(17x17)
604107	0	0	31 kvt glaslat	B7(17x20)
604109	0	0	31 kvt glaslat	B10(17x22)
604111	0	0	31 kvt glaslat	B12(17x25)
605022	0	0	31 kvt glaslat	B14(25x25)
609231	0	0	31 kvt bovendorpel bi sp dk	67x114 (40sp)
609233	0	0	31 kvt bovendorpel bi sp dk	90x114 (40sp)
622916	0	0	31 kvt bovendorpel bu sp	67x114 (17sp)
622918	0	0	31 kvt bovendorpel bu sp	90x114 (17sp)
622920	0	0	31 kvt bovendorpel bu sp	67x114 (25sp)
624523	0	0	31 kvt tussendorpel bu sp	67x114 (17sp)
624525	0	0	31 kvt tussendorpel bu sp	90x114 (17sp)
624527	0	0	31 kvt tussendorpel bu sp	90x114 (25sp)
625193	0	0	31 kvt bovendorpel bi sp	67x114 (25sp)
625368	0	0	31 kvt tussendorpel bi sp	90x114 (25sp)
625640	0	0	31 kvt onderdorpel bi sp	67x114 (24x51sp)
626671	0	0	31 kvt onderdorpel bi sp	67x114 (16x67sp)
626717	0	0	31 kvt onderdorpel bi sp	90x114 (16x67sp)
626819	0	0	31 kvt onderdorpel bi sp	67x114 (24x67sp)
627630	0	0	31 kvt tussenstijl bu sp	67x114 (17sp)
627632	0	0	31 kvt tussenstijl bu sp	90x114 (17sp)
628656	0	0	31 kvt zijstijl bu sp	67x114 (17sp)
628658	0	0	31 kvt zijstijl bu sp	90x114 (17sp)
631733	0	0	31 kvt glaslat_ventilerend	C1(17x23)
631735	0	0	31 kvt glaslat_ventilerend	C2(20x23)
631737	0	0	31 kvt glaslat_ventilerend	C3(22x27)
633536	0	0	31 kvt glaslat schuin	A4(15x17)
633538	0	0	31 kvt glaslat schuin	A8(18x17)
640283	0	0	31 kvt raamprofiel zij bu sp	54x67
640287	0	0	31 kvt raamprofiel zij bu sp	54x90
642301	0	0	31 kvt raamprofiel onder bu sp	54x90
643533	0	0	31 kvt raamprofiel boven bu sp	54x67
651717	0	0	31 deur-paneel-buitendraaiend d38	sp17
651719	0	0	31 deur-paneel-buitendraaiend d38	sp25
653316	0	0	31 kvt zijstijl bu sp	67x114 (25sp)
658261	0	0	31 deur-paneel-binnendraaiend met dichting d54	sp17
662024	0	0	31 raamaanslagprofiel_N5	generiek
662538	0	0	31 beglazingsprofiel_G5	generiek
668169	0	0	23 Ribcassettevloer_dwars	1200
668171	0	0	23 Ribcassettevloer_dwars	900
668778	0	0	23 Ribcassettevloer_langs	type 01
687253	0	0	47 Kalzip_felsbaan	50/333
687255	0	0	47 Kalzip_felsbaan	50/429
687257	0	0	47 Kalzip_felsbaan	65/305
687259	0	0	47 Kalzip_felsbaan	65/333
687261	0	0	47 Kalzip_felsbaan	65/400
687263	0	0	47 Kalzip_felsbaan	65/500
693088	0	0	47 Kalzip_fels	h=65
693090	0	0	47 Kalzip_fels	h=50
694548	0	0	27 Kalzip_rand	h=65
694550	0	0	27 Kalzip_rand	h=50
695628	0	0	47 Kalzip_alu-klip	h=116
696661	0	0	47 Kalzip_kunststof-klip s	h=80
696663	0	0	47 Kalzip_kunststof-klip s	h=110
696665	0	0	47 Kalzip_kunststof-klip s	h=120
696667	0	0	47 Kalzip_kunststof-klip s	h=140
696669	0	0	47 Kalzip_kunststof-klip s	h=150
696671	0	0	47 Kalzip_kunststof-klip s	h=160
696673	0	0	47 Kalzip_kunststof-klip s	h=180
696675	0	0	47 Kalzip_kunststof-klip s	h=210
697895	0	0	47 Kalzip_kunststof-klip	h=80
697897	0	0	47 Kalzip_kunststof-klip	h=110
697899	0	0	47 Kalzip_kunststof-klip	h=120
697901	0	0	47 Kalzip_kunststof-klip	h=140
697903	0	0	47 Kalzip_kunststof-klip	h=150
697905	0	0	47 Kalzip_kunststof-klip	h=160
697907	0	0	47 Kalzip_kunststof-klip	h=180
697909	0	0	47 Kalzip_kunststof-klip	h=210
699154	0	0	27 Kalzip_rand_b	h=65
699156	0	0	27 Kalzip_rand_b	h=50
701312	0	0	47 Kalzip_kunststof-klip_	E25
701314	0	0	47 Kalzip_kunststof-klip_	E170
701316	0	0	47 Kalzip_kunststof-klip_	E160
701318	0	0	47 Kalzip_kunststof-klip_	E150
701320	0	0	47 Kalzip_kunststof-klip_	E140
701322	0	0	47 Kalzip_kunststof-klip_	E10
704510	0	0	47 Kalzip_kunststof-klip_b	E25
704512	0	0	47 Kalzip_kunststof-klip_b	E170
704514	0	0	47 Kalzip_kunststof-klip_b	E160
704516	0	0	47 Kalzip_kunststof-klip_b	E150
704518	0	0	47 Kalzip_kunststof-klip_b	E140
704520	0	0	47 Kalzip_kunststof-klip_b	E10
708270	0	0	47 gind laag dak	00 g gind laag dak s l
712620	0	0	00 moer a e	M6
712622	0	0	00 moer a e	M8
712624	0	0	00 moer a e	M10
712626	0	0	00 moer a e	M16
712628	0	0	00 moer a e	M12
718743	0	0	00 betonanker a e	M08
718745	0	0	00 betonanker a e	M10
718747	0	0	00 betonanker a e	M12
718749	0	0	00 betonanker a e	M16
718751	0	0	00 betonanker a e	M18
718753	0	0	00 betonanker a e	M20
721112	0	0	00 slaganker a e	M08
721114	0	0	00 slaganker a e	M10
721116	0	0	00 slaganker a e	M12
721118	0	0	00 slaganker a e	M6
722459	0	0	00 bout s e	M6
722461	0	0	00 bout s e	M8
722463	0	0	00 bout s e	M10
722465	0	0	00 bout s e	M16
722467	0	0	00 bout s e	M12
724113	0	0	00 stekeind s e	M6
724115	0	0	00 stekeind s e	M8
724117	0	0	00 stekeind s e	M10
724119	0	0	00 stekeind s e	M16
724121	0	0	00 stekeind s e	M12
734715	0	0	23 bubbledeck	BD_390
734717	0	0	23 bubbledeck	BD_450
734719	0	0	23 bubbledeck	BD_340
734721	0	0	23 bubbledeck	BD_280
734723	0	0	23 bubbledeck	BD_230
752639	0	0	30 tripleglas	4/12/4/12/4
752643	0	0	30 tripleglas	8/12/6/12/12
757096	0	0	47 mossedum-detail	maaiveld in detail
765696	0	0	47 mossedum	90 g mossedum s e
816970	0	0	20 isolatie	isolatie
816993	0	0	40 vloerplaat	FU 6/16
817005	0	0	32 binnendeur-horizontaal	D 54 (sp25)
817022	0	0	32 stijl_dorpel_nastelkozijn	67x114 (25sp)
821481	0	0	32 binnendeur-horizontaal	D 54 (sp17)
825200	0	0	32 houten stijl var II	67x125 (25sp)
825202	0	0	32 houten stijl var II	67x102 (25sp)
827783	0	0	43 vloertegel	B 150
830133	0	0	00 afbreeklijn 1 s l	Type 1
899954	0	0	30 loodslabbe	2mm
950825	0	0	45 beugel_wand	Type 1
971063	0	0	31 Solarlux p_06	31Solarlux p_06
971065	0	0	31 Solarlux p_07	31Solarlux p_07
971067	0	0	31 Solarlux p_01	31Solarlux p_01
971069	0	0	31 Solarlux p_02	31Solarlux p_02
971071	0	0	31 Solarlux p_03	31Solarlux p_03
971073	0	0	31 Solarlux p_04	31Solarlux p_04
971075	0	0	31 Solarlux p_05	31Solarlux p_05
971077	0	0	31 Solarlux ko_01	31Solarlux ko_01
971079	0	0	31 Solarlux ko_02	31Solarlux ko_02
971081	0	0	31 Solarlux r_01	31Solarlux r_01
971083	0	0	31 Solarlux r_02	31Solarlux r_02
971085	0	0	31 Solarlux r_03	31Solarlux r_03
971087	0	0	31 Solarlux r_04	31Solarlux r_04
971089	0	0	31 Solarlux r_05	31Solarlux r_05
971091	0	0	31 Solarlux ko_03	31Solarlux ko_03
973655	0	0	31 Solarlux b_01	31Solarlux b_01
974931	0	0	31 Solarlux b_02	31Solarlux b_02
976082	0	0	31 Solarlux ko_04	31Solarlux ko_04
977392	0	0	31 Solarlux p_08	31Solarlux p_08
979667	0	0	31 Solarlux p_09	31Solarlux p_09
980746	0	0	31 Solarlux s_01	31Solarlux s_01
982180	0	0	31 Solarlux ko_05	31Solarlux ko_05
1009138	0	0	31 Solarlux_70e-1-1	31Solarlux_70e-1-1
1034070	0	0	31 Solarlux_70e-2-5	31Solarlux_70e-2-5
1134964	0	0	31 Solarlux_70e-5-1	31Solarlux_70e-5-1
1400281	0	0	31 Solarlux_70e-3-1	31Solarlux_70e-3-1
1414640	0	0	31 Schuco voeg glas	31 g Schuco voeg glas e
1422029	0	0	40 gipsplaat	D15
1422523	0	0	21 cementgebonden plaat	D08
1428624	0	0	40 vijzel	H 125
1428631	0	0	32 binnendeur-vertikaal	D 54 (sp17)
1428635	0	0	32 houten stijl var I	67x114 (25sp)
1428636	0	0	32 houten stijl var I	67x139 (25sp)
1430994	0	0	43 vloertegel	B 100
1444397	0	0	42 wandtegel	tegel
1450712	0	0	90 bestrating	betontegel 300x300x40
1450714	0	0	90 bestrating	betonstraatsteen 210x105x80
1455714	0	0	31 schuco_raamr_AWS90	31 schuco_raamr_AWS90 s e
1458053	0	0	20 carrosserieprofiel	25x150
1458055	0	0	20 carrosserieprofiel	25x300
1458057	0	0	20 carrosserieprofiel	25x200
1458059	0	0	20 carrosserieprofiel	25x120
1465395	0	0	37 BA_daklichtsysteem_onderroede	50x77
1467159	0	0	37 BA_daklichtsysteem_hoofdroede	50x80
1468414	0	0	37 BA_daklichtsysteem_hoofdroede_dak	60x80
1469978	0	0	37 BA_daklichtsysteem_semistructural_hoofdroede	Type 1
1471227	0	0	37 BA_daklichtsysteem_semistructural_hoofdroede_dak	Type 1
1472405	0	0	37 BA_daklichtsysteem_structural_hoofdroede	50x80
1473473	0	0	37 BA_daklichtsysteem_structural_hoofdroede_dak	Type 1
1474470	0	0	28 L_profiel	L200x100x10
1474472	0	0	28 L_profiel	L100x50x8
1474474	0	0	28 L_profiel	L100x100x8
1474476	0	0	28 L_profiel	L150x90x12
1474478	0	0	28 L_profiel	L120x120x10
1474480	0	0	28 L_profiel	L65x50x5
1478102	0	0	45 Derako_lat	45 f Derako_lat a l
1479425	0	0	45 snelhanger	Type 1
1480454	0	0	45 Derako_bevestiging	d20
1485262	0	0	28 kokerprofiel	80x80x5
1485282	0	0	28 kokerprofiel	60x50x3
1485290	0	0	28 kokerprofiel	150x50x5
1488371	0	0	00 Afbreeklijn 0 s l	Type 1
1488373	0	0	00 afbreeklijn 2 s l	breed 50
1489728	0	0	00 peilmaat s e	Type 1
1497553	0	0	20  L-anker zwaar	150x75
1497555	0	0	20  klos	Voorliggend
1497556	0	0	20  kz_anker	wandanker 03
1497558	0	0	20  kz_anker	wandanker 02
1497559	0	0	20  kz_anker	wandanker 01
1497560	0	0	20  kz_anker	50x200
1497561	0	0	20  kz_anker	40x150
1497562	0	0	20  L-anker zwaar	120x90
1497572	0	0	20 balkanker	balkhoogte 196
1497576	0	0	20 dakvoetanker	25x170 6x60
1500474	0	0	22 kalkzandsteen	dik 100mm
1504019	0	0	28 prefabbeton sparingzijde	150mm
1505393	0	0	28 afbreek kolom rond	150mm
1505394	0	0	28 afbreek kolom vierkant	150mm
1507882	0	0	21 stalen latei	type A 90x120x3
1507883	0	0	21 stalen latei	type B 90x120x3
1507886	0	0	21 stalen latei	type A 90x150x4
1507888	0	0	21  geveldrager type A	21 DI geveldrager type A s e
1507889	0	0	21 geveldrager type B	21 DI geveldrager type B s e
1507890	0	0	21 ankerrail	21 DI ankerrail s e
1507896	0	0	21  geveldrager type C	21 DI geveldrager type C s e
1518017	0	0	30 gezet hoekanker	40x40x3
1518019	0	0	30 gezet hoekanker	20x20x2
1518021	0	0	30 gezet hoekanker	30x30x2
1518023	0	0	30 gezet hoekanker	50x50x4
1518025	0	0	30 vloer-kozijnstrip	vloer-kozijnstrip vlak
1518026	0	0	30 vloer-kozijnstrip	vloer kozijnstrip hg 10
1518029	0	0	30 vloer-kozijnstrip	vloer kozijnstrip hg 25
1518031	0	0	30 vloer-kozijnstrip	vloer kozijnstrip hg 35
1518033	0	0	30 vloer-kozijnstrip	vloer kozijnstrip hg 60
1518038	0	0	30 L-anker	60x40
1518039	0	0	30 L-anker	60x60
1518040	0	0	30 L-anker	90x90
1518041	0	0	30 L-anker	90x60
1518042	0	0	30 L-anker schuin a e	90x90
1518043	0	0	30 L-anker schuin a e	100x60
1518044	0	0	30 L-anker schuin a e	90x50
1518052	0	0	30 kozijnstelhoek	65x180/175
1518054	0	0	30 alum U-profiel	40x20x40x2
1518056	0	0	30 gezet U-profiel	40x25x2
1518058	0	0	30 alum U-profiel	20x20x20x2
1518060	0	0	30 alum T-profiel	20x20x2
1518062	0	0	30 alum T-profiel	40x40x2
1518850	0	0	30 projectscharnier	knoop 20mm
1518852	0	0	30 projectscharnier	knoop 16mm
1518854	0	0	30 projectscharnier	knoop 16mm kantelaaf
1518856	0	0	30 projectscharnier	knoop 16mm hoek
1519821	0	0	31 compri comprial allround 15	CA 76110
1519822	0	0	31 compri comprial allround 5	CA78130
1519823	0	0	31 compri comprial waterslag rond	CA 73125
1522338	0	0	31 natuursteen vensterbank	D20
1522340	0	0	31 holonite waterslag A	type B
1522342	0	0	31 holonite waterslag KK	type 160
1522343	0	0	32 holonite dorpel	20x120
1522345	0	0	32 holonite rolstoeldorpel	120-20-15
1522348	0	0	31 holonite premax bi	breedte 114 sp 51
1522349	0	0	31 holonite premax dbi	breed 114 sp 51
1522351	0	0	31 holonite premax mbi	breedte 114 sp 51
1524500	0	0	31 recystel stelkozijn	R2009
1524508	0	0	31 recystel stelkozijn	R2001
1524509	0	0	31 recystel stelkozijn	R2001 verbreed
1524510	0	0	31 recystel stelkozijn	R2004
1524511	0	0	31 recystel stelkozijn	R2005
1524512	0	0	31 recystel stelkozijn	R2008
1524513	0	0	31 recystel stelkozijn	R2010
1540973	0	0	41 ht zweeds rabbat	19x136
1540975	0	0	41 ht channelsiding	19x136
1541000	0	0	41 alum anker gevelbekleding	T-profiel 150mm
1541001	0	0	41 alum anker gevelbekleding	L-profiel 120mm
1541004	0	0	41 sokkelprofiel gevelisolatiesyst	sokkelprofiel 90mm
1541005	0	0	41 sokkelprofiel gevelisolatiesyst	afsluitprofiel 90mm
1541006	0	0	41 druip-afsluitprofiel gevelisolatiesyst	druiplijst
1541007	0	0	41 druip-afsluitprofiel gevelisolatiesyst	afsluitprof 6mm
1541008	0	0	41 druip-afsluitprofiel gevelisolatiesyst	afsluitprof 10mm
1541009	0	0	41 druip-afsluitprofiel gevelisolatiesyst	afsluitprof 15mm
1541016	0	0	41 stuclaag	6mm
1541018	0	0	41 ht deel vert	41 DI ht deel vert e l
1541020	0	0	41 ht rabbatdeel	19x136
1546488	0	0	42 stucstopprofiel droogbouw	type 1236
1546509	0	0	42 stucstopprofiel droogbouw	type 1131
1546511	0	0	42 stucstopprofiel droogbouw	type 1132
1546513	0	0	42 stucstopprofiel droogbouw	type 1133
1546515	0	0	42 stucstopprofiel droogbouw	type 1134
1546517	0	0	42 stucstopprofiel droogbouw	type 1136
1546519	0	0	42 stucstopprofiel droogbouw	type 1135
1546521	0	0	42 aansluitprofiel droogbouw	type 1319
1546523	0	0	42 aansluitprofiel droogbouw	type 1371
1546525	0	0	42 aansluitprofiel droogbouw	type 1314
1546527	0	0	42 aansluitprofiel droogbouw	type 1313
1546529	0	0	42 hoekprofiel droogbouw	type 1078
1546530	0	0	42 hoekprofiel droogbouw	type 3001
1546531	0	0	42 hoekprofiel droogbouw	type 3840
1546535	0	0	42 tegelhoekprofiel	hoekprofiel 10mm
1546536	0	0	42 tegelhoekprofiel	kwartrond 8mm
1546539	0	0	42 rvs hoekbeschermer	42 f rvs L30x30
1546541	0	0	42 rvs hoekbeschermer	42 f rvs L40x40
1554100	0	0	43 plint PVC	L19x100
1554101	0	0	43 plint gietvloer	43 D plint gietvloer 525 hg 70mm
1554102	0	0	43 plint alum	50x2
1554103	0	0	43 plint hout	hardhout 12x50
1554104	0	0	43 RVS vloerstrip	RVS vloerstrip
1554105	0	0	43 plint hout	mdf 12x50
1554108	0	0	43 plint PVC	L16x75
1554109	0	0	43 plint PVC	hg 100
1554110	0	0	43 plint PVC	hg 75
1554111	0	0	43 plint alum	gezet 70x2
1554120	0	0	43 RVS vloerstrip	alum tapijtstop
1554122	0	0	43 RVS vloerstrip	kunststof stop
1554124	0	0	43 elastische vloerafw	gietvloer Bolidt 525
1554126	0	0	43 elastische vloerafw	marmoleum
1557660	0	0	52 noodoverloop	52 DI noodoverloop s e
1557662	0	0	52 stadsuitloop	uitloop 60 hwa 80 muurd 200
1557664	0	0	52 HWA	70mm plattegrond
1557665	0	0	52 HWA	70mm snede
1557668	0	0	52 HWA	100mm plattegrond
1557671	0	0	52 mastgoot_zink 30?	M44 dakhelling 30?
1557672	0	0	52 bakgoot zink	B37 dakhelling 45?
1557673	0	0	52 bakgoot zink	B44 dakhelling 50?
1578252	0	0	45 verlaagd plafond	gipsvinyl
1578253	0	0	45 verlaagd plafond	minerale wol
1578254	0	0	45 verlaagd plafond	HWC
1578255	0	0	45 verlaagd plafond	minerale wol verdekt
1578260	0	0	45 Plagyp prof	CD-profiel
1578261	0	0	45 Plagyp prof	U-profiel
1578262	0	0	45 vast plafond	PlaGyp S
1578265	0	0	45 vast plafond	Gypframe (zelfdragend)
1578266	0	0	45 vast plafond	houten regelwerk
1578267	0	0	45 plafond T-profiel	profiel 16mm
1578268	0	0	45 plafond T-profiel	profiel 24mm
1578269	0	0	45 plafond L-profiel	randprofiel 24x19
1578270	0	0	45 plafond L-profiel	randprofiel 24x24
1578273	0	0	45 plafond L-profiel	randprofiel plafondeiland
1578275	0	0	45 plafondhanger	hanger systeemplafond
1578277	0	0	45 plafondhanger	bevestigingsanker
1578279	0	0	45 plafondhanger	snelafhanger
1578281	0	0	45 plafondhanger	afhanganker
1583559	0	0	47 verstelbare tegeldrager	47 DI verstelbare tegeldrager
1584892	0	0	30 knelprofiel	type 888
1584893	0	0	30 knelprofiel	type 886
1584894	0	0	30 knelprofiel	type 837
1586006	0	0	37 DI opstand lichtkoepel	opstand 300mm
1586011	0	0	37 DI opstand lichtkoepel	opstand 150mm
1587604	0	0	41 holonite muurafdekker MA	type MA 300
1587605	0	0	41 holonite muurafdekker TD	type TD 340
1591648	0	0	47 dakpan F12U hor	standaard
1591649	0	0	47 dakpan F12U hor	gevelpan rechts
1591650	0	0	47 dakpan F12U hor	gevelpan links
1591651	0	0	47 dakpan F12U hor	dubbele welpan
1591652	0	0	47 dakpan F12U ver	nokpan
1591653	0	0	47 dakpan F12U ver	standaard
1591654	0	0	47 dakpan OVH-pan hor	dubbele welpan
1591655	0	0	47 dakpan OVH-pan hor	gevelpan links
1591656	0	0	47 dakpan OVH-pan hor	gevelpan rechts
1591657	0	0	47 dakpan OVH-pan hor	standaard
